service_id,date,exception_type
"171_100219","20200401","1"
"171_100219","20200402","1"
"171_100219","20200406","1"
"171_100219","20200407","1"
"171_100219","20200408","1"
"171_100219","20200415","1"
"171_100219","20200416","1"
"171_100219","20200420","1"
"171_100219","20200421","1"
"171_100219","20200422","1"
"171_100219","20200423","1"
"171_100219","20200427","1"
"171_100219","20200428","1"
"171_100219","20200429","1"
"171_100219","20200430","1"
"171_100219","20200504","1"
"171_100219","20200505","1"
"171_100219","20200506","1"
"171_100219","20200507","1"
"171_100219","20200511","1"
"171_100219","20200512","1"
"171_100219","20200513","1"
"171_100219","20200514","1"
"171_100219","20200518","1"
"171_100219","20200519","1"
"171_100219","20200520","1"
"171_100219","20200521","1"
"171_100219","20200525","1"
"171_100219","20200526","1"
"171_100219","20200527","1"
"171_100219","20200528","1"
"171_100219","20200601","1"
"171_100219","20200603","1"
"171_100219","20200604","1"
"171_100220","20191125","1"
"171_100220","20191126","1"
"171_100220","20191127","1"
"171_100220","20191128","1"
"171_100220","20191129","1"
"171_100220","20191202","1"
"171_100220","20191203","1"
"171_100220","20191204","1"
"171_100220","20191205","1"
"171_100220","20191206","1"
"171_100220","20191209","1"
"171_100220","20191210","1"
"171_100220","20191211","1"
"171_100220","20191212","1"
"171_100220","20191213","1"
"171_100220","20191216","1"
"171_100220","20191217","1"
"171_100220","20191218","1"
"171_100220","20191219","1"
"171_100220","20191220","1"
"171_100220","20191223","1"
"171_100220","20200107","1"
"171_100220","20200108","1"
"171_100220","20200109","1"
"171_100220","20200110","1"
"171_100220","20200113","1"
"171_100220","20200114","1"
"171_100220","20200115","1"
"171_100220","20200116","1"
"171_100220","20200117","1"
"171_100220","20200120","1"
"171_100220","20200121","1"
"171_100220","20200122","1"
"171_100220","20200123","1"
"171_100220","20200124","1"
"171_100220","20200127","1"
"171_100220","20200128","1"
"171_100220","20200129","1"
"171_100220","20200130","1"
"171_100220","20200131","1"
"171_100220","20200203","1"
"171_100220","20200204","1"
"171_100220","20200205","1"
"171_100220","20200206","1"
"171_100220","20200207","1"
"171_100220","20200210","1"
"171_100220","20200211","1"
"171_100220","20200212","1"
"171_100220","20200213","1"
"171_100220","20200214","1"
"171_100220","20200217","1"
"171_100220","20200218","1"
"171_100220","20200219","1"
"171_100220","20200220","1"
"171_100220","20200221","1"
"171_100220","20200224","1"
"171_100220","20200225","1"
"171_100220","20200226","1"
"171_100220","20200227","1"
"171_100220","20200228","1"
"171_100220","20200302","1"
"171_100220","20200303","1"
"171_100220","20200304","1"
"171_100220","20200305","1"
"171_100220","20200306","1"
"171_100220","20200309","1"
"171_100220","20200310","1"
"171_100220","20200311","1"
"171_100220","20200312","1"
"171_100220","20200313","1"
"171_100220","20200316","1"
"171_100220","20200317","1"
"171_100220","20200318","1"
"171_100220","20200319","1"
"171_100220","20200320","1"
"171_100220","20200323","1"
"171_100220","20200324","1"
"171_100220","20200325","1"
"171_100220","20200326","1"
"171_100220","20200327","1"
"171_100220","20200330","1"
"171_100220","20200331","1"
"171_100220","20200401","1"
"171_100220","20200402","1"
"171_100220","20200403","1"
"171_100220","20200406","1"
"171_100220","20200407","1"
"171_100220","20200408","1"
"171_100220","20200415","1"
"171_100220","20200416","1"
"171_100220","20200417","1"
"171_100220","20200420","1"
"171_100220","20200421","1"
"171_100220","20200422","1"
"171_100220","20200423","1"
"171_100220","20200424","1"
"171_100220","20200427","1"
"171_100220","20200428","1"
"171_100220","20200429","1"
"171_100220","20200430","1"
"171_100220","20200504","1"
"171_100220","20200505","1"
"171_100220","20200506","1"
"171_100220","20200507","1"
"171_100220","20200508","1"
"171_100220","20200511","1"
"171_100220","20200512","1"
"171_100220","20200513","1"
"171_100220","20200514","1"
"171_100220","20200515","1"
"171_100220","20200518","1"
"171_100220","20200519","1"
"171_100220","20200520","1"
"171_100220","20200521","1"
"171_100220","20200522","1"
"171_100220","20200525","1"
"171_100220","20200526","1"
"171_100220","20200527","1"
"171_100220","20200528","1"
"171_100220","20200529","1"
"171_100220","20200601","1"
"171_100220","20200603","1"
"171_100220","20200604","1"
"171_100220","20200605","1"
"171_100221","20191125","1"
"171_100221","20191126","1"
"171_100221","20191127","1"
"171_100221","20191128","1"
"171_100221","20191129","1"
